Prep,Frame,Phase,PhaseInt,Movement
115,1,P0,1,Twitch
115,2,P0,1,Twitch
115,3,P0,1,Twitch
115,4,P0,1,Twitch
115,5,P0,1,Twitch
115,6,P0,1,Twitch
115,7,P0,1,Twitch
115,8,P0,1,Twitch
115,9,P0,1,Twitch
115,10,P0,1,Twitch
115,11,P0,1,Twitch
115,12,P0,1,Twitch
115,13,P0,1,Twitch
115,14,P0,1,Twitch
115,15,P0,1,Twitch
115,16,P0,1,Twitch
115,17,P0,1,Twitch
115,18,P0,1,Twitch
115,19,P0,1,Twitch
115,20,P0,1,Twitch
115,21,P0,1,Twitch
115,22,P0,1,Twitch
115,23,P0,1,Twitch
115,24,P0,1,Twitch
115,25,P0,1,Twitch
115,26,P0,1,Twitch
115,27,P0,1,Twitch
115,28,P0,1,Twitch
115,29,P0,1,Twitch
115,30,P0,1,Twitch
115,31,P0,1,Twitch
115,32,P0,1,Twitch
115,33,P0,1,Twitch
115,34,P0,1,Twitch
115,35,P0,1,Twitch
115,36,P0,1,Twitch
115,37,P0,1,Twitch
115,38,P0,1,Twitch
115,39,P0,1,Twitch
115,40,P0,1,Twitch
115,41,P0,1,Twitch
115,42,P0,1,Twitch
115,43,P0,1,Twitch
115,44,P0,1,Twitch
115,45,P0,1,Twitch
115,46,P0,1,Twitch
115,47,P0,1,Twitch
115,48,P0,1,Twitch
115,49,P0,1,Twitch
115,50,P0,1,Twitch
115,51,P0,1,Twitch
115,52,P0,1,Twitch
115,53,P0,1,Twitch
115,54,P0,1,Twitch
115,55,P0,1,Twitch
115,56,P0,1,Twitch
115,57,P0,1,Twitch
115,58,P0,1,Twitch
115,59,P0,1,Twitch
115,60,P0,1,Twitch
115,61,P0,1,Twitch
115,62,P0,1,Twitch
115,63,P0,1,Twitch
115,64,P0,1,Twitch
115,65,P0,1,Twitch
115,66,P0,1,Twitch
115,67,P0,1,Twitch
115,68,P0,1,Twitch
115,69,P0,1,Twitch
115,70,P0,1,Twitch
115,71,P0,1,Twitch
115,72,P0,1,Twitch
115,73,P0,1,Twitch
115,74,P0,1,Twitch
115,75,P0,1,Twitch
115,76,P0,1,Twitch
115,77,P0,1,Twitch
115,78,P0,1,Twitch
115,79,P0,1,Twitch
115,80,P0,1,Twitch
115,81,P0,1,Twitch
115,82,P0,1,Twitch
115,83,P0,1,Twitch
115,84,P0,1,Twitch
115,85,P0,1,Twitch
115,86,P0,1,Twitch
115,87,P0,1,Twitch
115,88,P0,1,Twitch
115,89,P0,1,Twitch
115,90,P0,1,Twitch
115,91,P0,1,Twitch
115,92,P0,1,Twitch
115,93,P0,1,Twitch
115,94,P0,1,Twitch
115,95,P0,1,Twitch
115,96,P0,1,Twitch
115,97,P0,1,Twitch
115,98,P0,1,Twitch
115,99,P0,1,Twitch
115,100,P0,1,Twitch
115,101,P0,1,Twitch
115,102,P0,1,Twitch
115,103,P0,1,Twitch
115,104,P0,1,Twitch
115,105,P0,1,Twitch
115,106,P0,1,Twitch
115,107,P0,1,Twitch
115,108,P0,1,Twitch
115,109,P0,1,Twitch
115,110,P0,1,Twitch
115,111,P0,1,Twitch
115,112,P0,1,Twitch
115,113,P0,1,Twitch
115,114,P0,1,Twitch
115,115,P0,1,Twitch
115,116,P0,1,Twitch
115,117,P0,1,Twitch
115,118,P0,1,Twitch
115,119,P0,1,Twitch
115,120,P0,1,Twitch
115,121,P0,1,Twitch
115,122,P0,1,Twitch
115,123,P0,1,Twitch
115,124,P0,1,Twitch
115,125,P0,1,Twitch
115,126,P0,1,Twitch
115,127,P0,1,Twitch
115,128,P0,1,Twitch
115,129,P0,1,Twitch
115,130,P0,1,Twitch
115,131,P0,1,Twitch
115,132,P0,1,Twitch
115,133,P0,1,Twitch
115,134,P0,1,Twitch
115,135,P0,1,Twitch
115,136,P0,1,Twitch
115,137,P0,1,Twitch
115,138,P0,1,Twitch
115,139,P0,1,Twitch
115,140,P0,1,Twitch
115,141,P0,1,Twitch
115,142,P0,1,Twitch
115,143,P0,1,Twitch
115,144,P0,1,Twitch
115,145,P0,1,Twitch
115,146,P0,1,Twitch
115,147,P0,1,Twitch
115,148,P0,1,Twitch
115,149,P0,1,Twitch
115,150,P0,1,Twitch
115,151,P0,1,Twitch
115,152,P0,1,Twitch
115,153,P0,1,Twitch
115,154,P0,1,Twitch
115,155,P0,1,Twitch
115,156,P0,1,Twitch
115,157,P0,1,Twitch
115,158,P0,1,Twitch
115,159,P0,1,Twitch
115,160,P0,1,Twitch
115,161,P0,1,Twitch
115,162,P0,1,Twitch
115,163,P0,1,Twitch
115,164,P0,1,Twitch
115,165,P0,1,Twitch
115,166,P0,1,Twitch
115,167,P0,1,Twitch
115,168,P0,1,Twitch
115,169,P0,1,Twitch
115,170,P0,1,Twitch
115,171,P0,1,Twitch
115,172,P0,1,Twitch
115,173,P0,1,Twitch
115,174,P0,1,Twitch
115,175,P0,1,Twitch
115,176,P0,1,Twitch
115,177,P0,1,Twitch
115,178,P0,1,Twitch
115,179,P0,1,Twitch
115,180,P0,1,Twitch
115,181,P0,1,Twitch
115,182,P0,1,Twitch
115,183,P0,1,Twitch
115,184,P0,1,Twitch
115,185,P0,1,Twitch
115,186,P0,1,Twitch
115,187,P0,1,Twitch
115,188,P0,1,Twitch
115,189,P0,1,Twitch
115,190,P0,1,Twitch
115,191,P0,1,Twitch
115,192,P0,1,Twitch
115,193,P0,1,Twitch
115,194,P0,1,Twitch
115,195,P0,1,Twitch
115,196,P0,1,Twitch
115,197,P0,1,Twitch
115,198,P0,1,Twitch
115,199,P0,1,Twitch
115,200,P0,1,Twitch
115,201,P0,1,Twitch
115,202,P0,1,Twitch
115,203,P0,1,Twitch
115,204,P0,1,Twitch
115,205,P0,1,Twitch
115,206,P0,1,Twitch
115,207,P0,1,Twitch
115,208,P0,1,Twitch
115,209,P0,1,Twitch
115,210,P0,1,Twitch
115,211,P0,1,Twitch
115,212,P0,1,Twitch
115,213,P0,1,Twitch
115,214,P0,1,Twitch
115,215,P0,1,Twitch
115,216,P0,1,Twitch
115,217,P0,1,Twitch
115,218,P0,1,Twitch
115,219,P0,1,Twitch
115,220,P0,1,Twitch
115,221,P0,1,Twitch
115,222,P0,1,Twitch
115,223,P0,1,Twitch
115,224,P0,1,Twitch
115,225,P0,1,Twitch
115,226,P0,1,Twitch
115,227,P0,1,Twitch
115,228,P0,1,Twitch
115,229,P0,1,Twitch
115,230,P0,1,Twitch
115,231,P0,1,Twitch
115,232,P0,1,Twitch
115,233,P0,1,Twitch
115,234,P0,1,Twitch
115,235,P0,1,Twitch
115,236,P0,1,Twitch
115,237,P0,1,Twitch
115,238,P0,1,Twitch
115,239,P0,1,Twitch
115,240,P0,1,Twitch
115,241,P0,1,Twitch
115,242,P0,1,Twitch
115,243,P0,1,Twitch
115,244,P0,1,Twitch
115,245,P0,1,Twitch
115,246,P0,1,Twitch
115,247,P0,1,Twitch
115,248,P0,1,Twitch
115,249,P0,1,Twitch
115,250,P0,1,Twitch
115,251,P0,1,Twitch
115,252,P0,1,Twitch
115,253,P0,1,Twitch
115,254,P0,1,Twitch
115,255,P0,1,Twitch
115,256,P0,1,Twitch
115,257,P0,1,Twitch
115,258,P0,1,Twitch
115,259,P0,1,Twitch
115,260,P0,1,Twitch
115,261,P0,1,Twitch
115,262,P0,1,Twitch
115,263,P0,1,Twitch
115,264,P0,1,Twitch
115,265,P0,1,Twitch
115,266,P0,1,Twitch
115,267,P0,1,Twitch
115,268,P0,1,Twitch
115,269,P0,1,Twitch
115,270,P0,1,Twitch
115,271,P0,1,Twitch
115,272,P0,1,Twitch
115,273,P0,1,Twitch
115,274,P0,1,Twitch
115,275,P0,1,Twitch
115,276,P0,1,Twitch
115,277,P0,1,Twitch
115,278,P0,1,Twitch
115,279,P0,1,Twitch
115,280,P0,1,Twitch
115,281,P0,1,Twitch
115,282,P0,1,Twitch
115,283,P0,1,Twitch
115,284,P0,1,Twitch
115,285,P0,1,Twitch
115,286,P0,1,Twitch
115,287,P0,1,Twitch
115,288,P0,1,Twitch
115,289,P0,1,Twitch
115,290,P0,1,Twitch
115,291,P0,1,Twitch
115,292,P0,1,Twitch
115,293,P0,1,Twitch
115,294,P0,1,Twitch
115,295,P0,1,Twitch
115,296,P0,1,Twitch
115,297,P0,1,Twitch
115,298,P0,1,Twitch
115,299,P0,1,Twitch
115,300,P0,1,Twitch
115,301,P0,1,Twitch
115,302,P0,1,Twitch
115,303,P0,1,Twitch
115,304,P0,1,Twitch
115,305,P0,1,Twitch
115,306,P0,1,Twitch
115,307,P0,1,Twitch
115,308,P0,1,Twitch
115,309,P0,1,Twitch
115,310,P0,1,Twitch
115,311,P0,1,Twitch
115,312,P0,1,Twitch
115,313,P0,1,Twitch
115,314,P0,1,Twitch
115,315,P0,1,Twitch
115,316,P0,1,Twitch
115,317,P0,1,Twitch
115,318,P0,1,Twitch
115,319,P0,1,Twitch
115,320,P0,1,Twitch
115,321,P0,1,Twitch
115,322,P0,1,Twitch
115,323,P0,1,Twitch
115,324,P0,1,Twitch
115,325,P0,1,Twitch
115,326,P0,1,Twitch
115,327,P0,1,Twitch
115,328,P0,1,Twitch
115,329,P0,1,Twitch
115,330,P0,1,Twitch
115,331,P0,1,Twitch
115,332,P0,1,Twitch
115,333,P0,1,Twitch
115,334,P0,1,Twitch
115,335,P0,1,Twitch
115,336,P0,1,Twitch
115,337,P0,1,Twitch
115,338,P0,1,Twitch
115,339,P0,1,Twitch
115,340,P0,1,Twitch
115,341,P0,1,Twitch
115,342,P0,1,Twitch
115,343,P0,1,Twitch
115,344,P0,1,Twitch
115,345,P0,1,Twitch
115,346,P0,1,Twitch
115,347,P0,1,Twitch
115,348,P0,1,Twitch
115,349,P0,1,Twitch
115,350,P0,1,Twitch
115,351,P0,1,Twitch
115,352,P0,1,Twitch
115,353,P0,1,Twitch
115,354,P0,1,Twitch
115,355,P0,1,Twitch
115,356,P0,1,Twitch
115,357,P0,1,Twitch
115,358,P0,1,Twitch
115,359,P0,1,Twitch
115,360,P0,1,Twitch
115,361,P0,1,Twitch
115,362,P0,1,Twitch
115,363,P0,1,Twitch
115,364,P0,1,Twitch
115,365,P0,1,Twitch
115,366,P0,1,Twitch
115,367,P0,1,Twitch
115,368,P0,1,Twitch
115,369,P0,1,Twitch
115,370,P0,1,Twitch
115,371,P0,1,Twitch
115,372,P0,1,Twitch
115,373,P0,1,Twitch
115,374,P0,1,Twitch
115,375,P0,1,Twitch
115,376,P0,1,Twitch
115,377,P0,1,Twitch
115,378,P0,1,Twitch
115,379,P0,1,Twitch
115,380,P0,1,Twitch
115,381,P0,1,Twitch
115,382,P0,1,Twitch
115,383,P0,1,Twitch
115,384,P0,1,Twitch
115,385,P0,1,Twitch
115,386,P0,1,Twitch
115,387,P0,1,Twitch
115,388,P0,1,Twitch
115,389,P0,1,Twitch
115,390,P0,1,Twitch
115,391,P0,1,Twitch
115,392,P0,1,Twitch
115,393,P0,1,Twitch
115,394,P0,1,Twitch
115,395,P0,1,Twitch
115,396,P0,1,Twitch
115,397,P0,1,Twitch
115,398,P0,1,Twitch
115,399,P0,1,Twitch
115,400,P0,1,Twitch
115,401,P0,1,Twitch
115,402,P0,1,Twitch
115,403,P0,1,Twitch
115,404,P0,1,Twitch
115,405,P0,1,Twitch
115,406,P0,1,Twitch
115,407,P0,1,Twitch
115,408,P0,1,Twitch
115,409,P0,1,Twitch
115,410,P0,1,Twitch
115,411,P0,1,Twitch
115,412,P0,1,Twitch
115,413,P0,1,Twitch
115,414,P0,1,Twitch
115,415,P0,1,Twitch
115,416,P0,1,Twitch
115,417,P0,1,Twitch
115,418,P0,1,Twitch
115,419,P0,1,Twitch
115,420,P0,1,Twitch
115,421,P0,1,Twitch
115,422,P0,1,Twitch
115,423,P0,1,Twitch
115,424,P0,1,Twitch
115,425,P0,1,Twitch
115,426,P0,1,Twitch
115,427,P0,1,Twitch
115,428,P0,1,Twitch
115,429,P0,1,Twitch
115,430,P0,1,Twitch
115,431,P0,1,Twitch
115,432,P0,1,Twitch
115,433,P0,1,Twitch
115,434,P0,1,Twitch
115,435,P0,1,Twitch
115,436,P0,1,Twitch
115,437,P0,1,Twitch
115,438,P0,1,Twitch
115,439,P0,1,Twitch
115,440,P0,1,Twitch
115,441,P0,1,Twitch
115,442,P0,1,Twitch
115,443,P0,1,Twitch
115,444,P0,1,Twitch
115,445,P0,1,Twitch
115,446,P0,1,Twitch
115,447,P0,1,Twitch
115,448,P0,1,Twitch
115,449,P0,1,Twitch
115,450,P0,1,Twitch
115,451,P0,1,Twitch
115,452,P0,1,Twitch
115,453,P0,1,Twitch
115,454,P0,1,Twitch
115,455,P0,1,Twitch
115,456,P0,1,Twitch
115,457,P0,1,Twitch
115,458,P0,1,Twitch
115,459,P0,1,Twitch
115,460,P0,1,Twitch
115,461,P0,1,Twitch
115,462,P0,1,Twitch
115,463,P0,1,Twitch
115,464,P0,1,Twitch
115,465,P0,1,Twitch
115,466,P0,1,Twitch
115,467,P0,1,Twitch
115,468,P0,1,Twitch
115,469,P0,1,Twitch
115,470,P0,1,Twitch
115,471,P0,1,Twitch
115,472,P0,1,Twitch
115,473,P0,1,Twitch
115,474,P0,1,Twitch
115,475,P0,1,Twitch
115,476,P0,1,Twitch
115,477,P0,1,Twitch
115,478,P0,1,Twitch
115,479,P0,1,Twitch
115,480,P0,1,Twitch
115,481,P0,1,Twitch
115,482,P0,1,Twitch
115,483,P0,1,Twitch
115,484,P0,1,Twitch
115,485,P0,1,Twitch
115,486,P0,1,Twitch
115,487,P0,1,Twitch
115,488,P0,1,Twitch
115,489,P0,1,Twitch
115,490,P0,1,Twitch
115,491,P0,1,Twitch
115,492,P0,1,Twitch
115,493,P0,1,Twitch
115,494,P0,1,Twitch
115,495,P0,1,Twitch
115,496,P0,1,Twitch
115,497,P0,1,Twitch
115,498,P0,1,Twitch
115,499,P0,1,Twitch
115,500,P0,1,Twitch
115,501,P0,1,Twitch
115,502,P0,1,Twitch
